Prolific ID,61368e25579829532068a672
2537,GRADUATE,GRADUATE,1693986151.648842,1693986153.2468042,1693986160.9365284
648,DROPOUT,DROPOUT,1693986165.5706797,1693986167.3424041,1693986170.6024845
4096,GRADUATE,GRADUATE,1693986172.84832,1693986173.8791625,1693986176.403057
3214,GRADUATE,GRADUATE,1693986178.974846,1693986180.1619623,1693986183.544956
988,GRADUATE,GRADUATE,1693986193.462347,1693986194.202003,1693986197.2864797
1576,GRADUATE,DROPOUT,1693986217.6085763,1693986218.9942148,1693986224.1101735
3053,GRADUATE,GRADUATE,1693986226.31217,1693986227.2597437,1693986229.3539305
3920,GRADUATE,GRADUATE,1693986231.626348,1693986232.4128094,1693986234.6984396
3232,DROPOUT,GRADUATE,1693986236.8695142,1693986238.558579,1693986242.1288447
2791,GRADUATE,GRADUATE,1693986244.5762024,1693986245.347393,1693986246.9857993
2883,GRADUATE,GRADUATE,1693986249.0079463,1693986250.3314238,1693986252.2389193
3575,GRADUATE,DROPOUT,1693986254.5599723,1693986255.9167807,1693986259.6015034
2781,GRADUATE,DROPOUT,1693986262.0004072,1693986262.7388334,1693986265.6371295
131,GRADUATE,GRADUATE,1693986270.8638117,1693986271.927246,1693986274.0181522
266,GRADUATE,GRADUATE,1693986278.327892,1693986279.079314,1693986281.353449
